SYMBOL_ID,UNIVERSAL_SYMBOL,COUNTRY_ISO_3166-1_ALPHA_2_CODE,COUNTRY,EXCHANGE_MIC,EXCHANGE_OPERATING_MIC,EXCHANGE_NAME_INSTITUTION_DESCRIPTION,EXCHANGE_ACRONYM,COMPANY,IPOYEAR,SECTOR,INDUSTRY,NASDAQ,ZACKS,REUTERS,FIDELITY,TD_AMERITRADE,TMX_MONEY,BLOOMBERG,YAHOO,CNBC,THE_STREET,INTERNET_BUSINESS_DAILY,STOCK_EARNINGS,BARCHART,VECTOR_VEST,INVESTING
2706,US_XNAS_QCRH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"QCR Holdings, Inc.",n/a,Finance,Major Banks,QCRH,QCRH,QCRH,QCRH,QCRH,,QCRH:US,QCRH,QCRH,QCRH,QCRH,QCRH,QCRH,QCRH,QCRH
2707,US_XNAS_QGEN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Qiagen N.V.,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),QGEN,QGEN,QGEN,QGEN,QGEN,,QGEN:US,QGEN,QGEN,QGEN,QGEN,QGEN,QGEN,QGEN,QGEN
2708,US_XNAS_QIWI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,QIWI plc,2013,Miscellaneous,Business Services,QIWI,QIWI,QIWI,QIWI,QIWI,,QIWI:US,QIWI,QIWI,QIWI,QIWI,QIWI,QIWI,QIWI,QIWI
2709,US_XNAS_QRVO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Qorvo, Inc.",n/a,Technology,Semiconductors,QRVO,QRVO,QRVO,QRVO,QRVO,,QRVO:US,QRVO,QRVO,QRVO,QRVO,QRVO,QRVO,QRVO,QRVO
2710,US_XNAS_QCOM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,QUALCOMM Incorporated,1991,Technology,Radio And Television Broadcasting And Communications Equipment,QCOM,QCOM,QCOM,QCOM,QCOM,,QCOM:US,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM
2711,US_XNAS_QBAK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Qualstar Corporation,2000,Technology,Electronic Components,QBAK,QBAK,QBAK,QBAK,QBAK,,QBAK:US,QBAK,QBAK,QBAK,QBAK,QBAK,QBAK,QBAK,QBAK
2712,US_XNAS_QLYS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Qualys, Inc.",2012,Technology,Computer Software: Prepackaged Software,QLYS,QLYS,QLYS,QLYS,QLYS,,QLYS:US,QLYS,QLYS,QLYS,QLYS,QLYS,QLYS,QLYS,QLYS
2713,US_XNAS_QTRX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Quanterix Corporation,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,QTRX,QTRX,QTRX,QTRX,QTRX,,QTRX:US,QTRX,QTRX,QTRX,QTRX,QTRX,QTRX,QTRX,QTRX
2714,US_XNAS_QMCO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Quantum Corporation,n/a,Technology,Electronic Components,QMCO,QMCO,QMCO,QMCO,QMCO,,QMCO:US,QMCO,QMCO,QMCO,QMCO,QMCO,QMCO,QMCO,QMCO
2715,US_XNAS_QRHC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Quest Resource Holding Corporation,n/a,Technology,Diversified Commercial Services,QRHC,QRHC,QRHC,QRHC,QRHC,,QRHC:US,QRHC,QRHC,QRHC,QRHC,QRHC,QRHC,QRHC,QRHC
2716,US_XNAS_QUIK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,QuickLogic Corporation,1999,Technology,Semiconductors,QUIK,QUIK,QUIK,QUIK,QUIK,,QUIK:US,QUIK,QUIK,QUIK,QUIK,QUIK,QUIK,QUIK,QUIK
2717,US_XNAS_QDEL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Quidel Corporation,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,QDEL,QDEL,QDEL,QDEL,QDEL,,QDEL:US,QDEL,QDEL,QDEL,QDEL,QDEL,QDEL,QDEL,QDEL
2718,US_XNAS_QNST,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"QuinStreet, Inc.",2010,Miscellaneous,Business Services,QNST,QNST,QNST,QNST,QNST,,QNST:US,QNST,QNST,QNST,QNST,QNST,QNST,QNST,QNST
2719,US_XNAS_QUMU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Qumu Corporation,n/a,Technology,Computer Software: Prepackaged Software,QUMU,QUMU,QUMU,QUMU,QUMU,,QUMU:US,QUMU,QUMU,QUMU,QUMU,QUMU,QUMU,QUMU,QUMU
2720,US_XNAS_QTNT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Quotient Limited,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,QTNT,QTNT,QTNT,QTNT,QTNT,,QTNT:US,QTNT,QTNT,QTNT,QTNT,QTNT,QTNT,QTNT,QTNT
2721,US_XNAS_QRTEA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Qurate Retail, Inc.",n/a,Consumer Services,Catalog/Specialty Distribution,QRTEA,QRTEA,QRTEA,QRTEA,QRTEA,,QRTEA:US,QRTEA,QRTEA,QRTEA,QRTEA,QRTEA,QRTEA,QRTEA,QRTEA
2722,US_XNAS_QRTEB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Qurate Retail, Inc.",n/a,Consumer Services,Catalog/Specialty Distribution,QRTEB,QRTEB,QRTEB,QRTEB,QRTEB,,QRTEB:US,QRTEB,QRTEB,QRTEB,QRTEB,QRTEB,QRTEB,QRTEB,QRTEB
2723,US_XNAS_QTT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Qutoutiao Inc.,2018,Technology,"Computer Software: Programming, Data Processing",QTT,QTT,QTT,QTT,QTT,,QTT:US,QTT,QTT,QTT,QTT,QTT,QTT,QTT,QTT
2724,US_XNAS_RRD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,R.R. Donnelley & Sons Company,n/a,Miscellaneous,Publishing,RRD,RRD,RRD,RRD,RRD,,RRD:US,RRD,RRD,RRD,RRD,RRD,RRD,RRD,RRD
2725,US_XNAS_RCM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,R1 RCM Inc.,n/a,Consumer Services,Other Consumer Services,RCM,RCM,RCM,RCM,RCM,,RCM:US,RCM,RCM,RCM,RCM,RCM,RCM,RCM,RCM
2726,US_XNAS_RARX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Ra Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,RARX,RARX,RARX,RARX,RARX,,RARX:US,RARX,RARX,RARX,RARX,RARX,RARX,RARX,RARX
2727,US_XNAS_RADA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,RADA Electronic Industries Ltd.,n/a,Technology,Electronic Components,RADA,RADA,RADA,RADA,RADA,,RADA:US,RADA,RADA,RADA,RADA,RADA,RADA,RADA,RADA
2728,US_XNAS_RDCM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Radcom Ltd.,1997,Technology,Computer peripheral equipment,RDCM,RDCM,RDCM,RDCM,RDCM,,RDCM:US,RDCM,RDCM,RDCM,RDCM,RDCM,RDCM,RDCM,RDCM
2729,US_XNAS_RDUS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Radius Health, Inc.",2014,Health Care,Major Pharmaceuticals,RDUS,RDUS,RDUS,RDUS,RDUS,,RDUS:US,RDUS,RDUS,RDUS,RDUS,RDUS,RDUS,RDUS,RDUS
2730,US_XNAS_RDNT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RadNet, Inc.",n/a,Health Care,Medical Specialities,RDNT,RDNT,RDNT,RDNT,RDNT,,RDNT:US,RDNT,RDNT,RDNT,RDNT,RDNT,RDNT,RDNT,RDNT
2731,US_XNAS_RDWR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Radware Ltd.,1999,Miscellaneous,Business Services,RDWR,RDWR,RDWR,RDWR,RDWR,,RDWR:US,RDWR,RDWR,RDWR,RDWR,RDWR,RDWR,RDWR,RDWR
2732,US_XNAS_METC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Ramaco Resources, Inc.",2017,Energy,Coal Mining,METC,METC,METC,METC,METC,,METC:US,METC,METC,METC,METC,METC,METC,METC,METC
2733,US_XNAS_RMBS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rambus, Inc.",1997,Technology,Semiconductors,RMBS,RMBS,RMBS,RMBS,RMBS,,RMBS:US,RMBS,RMBS,RMBS,RMBS,RMBS,RMBS,RMBS,RMBS
2734,US_XNAS_RAND,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Rand Capital Corporation,n/a,Consumer Non-Durables,Textiles,RAND,RAND,RAND,RAND,RAND,,RAND:US,RAND,RAND,RAND,RAND,RAND,RAND,RAND,RAND
2735,US_XNAS_RNDB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Randolph Bancorp, Inc.",2016,Finance,Major Banks,RNDB,RNDB,RNDB,RNDB,RNDB,,RNDB:US,RNDB,RNDB,RNDB,RNDB,RNDB,RNDB,RNDB,RNDB
2736,US_XNAS_RPD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rapid7, Inc.",2015,Technology,Computer Software: Prepackaged Software,RPD,RPD,RPD,RPD,RPD,,RPD:US,RPD,RPD,RPD,RPD,RPD,RPD,RPD,RPD
2737,US_XNAS_RAPT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RAPT Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,RAPT,RAPT,RAPT,RAPT,RAPT,,RAPT:US,RAPT,RAPT,RAPT,RAPT,RAPT,RAPT,RAPT,RAPT
2738,US_XNAS_RTLR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Rattler Midstream LP,2019,Public Utilities,Natural Gas Distribution,RTLR,RTLR,RTLR,RTLR,RTLR,,RTLR:US,RTLR,RTLR,RTLR,RTLR,RTLR,RTLR,RTLR,RTLR
2739,US_XNAS_RAVE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rave Restaurant Group, Inc.",n/a,Consumer Non-Durables,Food Distributors,RAVE,RAVE,RAVE,RAVE,RAVE,,RAVE:US,RAVE,RAVE,RAVE,RAVE,RAVE,RAVE,RAVE,RAVE
2740,US_XNAS_RAVN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Raven Industries, Inc.",n/a,Capital Goods,Specialty Chemicals,RAVN,RAVN,RAVN,RAVN,RAVN,,RAVN:US,RAVN,RAVN,RAVN,RAVN,RAVN,RAVN,RAVN,RAVN
2741,US_XNAS_RBB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,RBB Bancorp,2017,Finance,Major Banks,RBB,RBB,RBB,RBB,RBB,,RBB:US,RBB,RBB,RBB,RBB,RBB,RBB,RBB,RBB
2742,US_XNAS_ROLL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,RBC Bearings Incorporated,2005,Capital Goods,Metal Fabrications,ROLL,ROLL,ROLL,ROLL,ROLL,,ROLL:US,ROLL,ROLL,ROLL,ROLL,ROLL,ROLL,ROLL,ROLL
2743,US_XNAS_RICK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RCI Hospitality Holdings, Inc.",1995,Consumer Services,Restaurants,RICK,RICK,RICK,RICK,RICK,,RICK:US,RICK,RICK,RICK,RICK,RICK,RICK,RICK,RICK
2744,US_XNAS_RCMT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RCM Technologies, Inc.",n/a,Technology,Professional Services,RCMT,RCMT,RCMT,RCMT,RCMT,,RCMT:US,RCMT,RCMT,RCMT,RCMT,RCMT,RCMT,RCMT,RCMT
2745,US_XNAS_RDI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Reading International Inc,n/a,Consumer Services,Movies/Entertainment,RDI,RDI,RDI,RDI,RDI,,RDI:US,RDI,RDI,RDI,RDI,RDI,RDI,RDI,RDI
2746,US_XNAS_RDIB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Reading International Inc,n/a,Consumer Services,Movies/Entertainment,RDIB,RDIB,RDIB,RDIB,RDIB,,RDIB:US,RDIB,RDIB,RDIB,RDIB,RDIB,RDIB,RDIB,RDIB
2747,US_XNAS_BLCN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Reality Shares Nasdaq NextGen Economy ETF,n/a,n/a,n/a,BLCN,BLCN,BLCN,BLCN,BLCN,,BLCN:US,BLCN,BLCN,BLCN,BLCN,BLCN,BLCN,BLCN,BLCN
2748,US_XNAS_RNWK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RealNetworks, Inc.",1997,Technology,EDP Services,RNWK,RNWK,RNWK,RNWK,RNWK,,RNWK:US,RNWK,RNWK,RNWK,RNWK,RNWK,RNWK,RNWK,RNWK
2749,US_XNAS_RP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RealPage, Inc.",2010,Technology,Computer Software: Prepackaged Software,RP,RP,RP,RP,RP,,RP:US,RP,RP,RP,RP,RP,RP,RP,RP
2750,US_XNAS_RETA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Reata Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,RETA,RETA,RETA,RETA,RETA,,RETA:US,RETA,RETA,RETA,RETA,RETA,RETA,RETA,RETA
2751,US_XNAS_RCON,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Recon Technology, Ltd.",2009,Energy,Oilfield Services/Equipment,RCON,RCON,RCON,RCON,RCON,,RCON:US,RCON,RCON,RCON,RCON,RCON,RCON,RCON,RCON
2752,US_XNAS_REPH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Recro Pharma, Inc.",2014,Health Care,Major Pharmaceuticals,REPH,REPH,REPH,REPH,REPH,,REPH:US,REPH,REPH,REPH,REPH,REPH,REPH,REPH,REPH
2753,US_XNAS_RRBI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Red River Bancshares, Inc.",2019,Finance,Major Banks,RRBI,RRBI,RRBI,RRBI,RRBI,,RRBI:US,RRBI,RRBI,RRBI,RRBI,RRBI,RRBI,RRBI,RRBI
2754,US_XNAS_RRGB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Red Robin Gourmet Burgers, Inc.",2002,Consumer Services,Restaurants,RRGB,RRGB,RRGB,RRGB,RRGB,,RRGB:US,RRGB,RRGB,RRGB,RRGB,RRGB,RRGB,RRGB,RRGB
2755,US_XNAS_RRR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Red Rock Resorts, Inc.",2016,Consumer Services,Hotels/Resorts,RRR,RRR,RRR,RRR,RRR,,RRR:US,RRR,RRR,RRR,RRR,RRR,RRR,RRR,RRR
2756,US_XNAS_RDVT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Red Violet, Inc.",n/a,Technology,Computer Software: Prepackaged Software,RDVT,RDVT,RDVT,RDVT,RDVT,,RDVT:US,RDVT,RDVT,RDVT,RDVT,RDVT,RDVT,RDVT,RDVT
2757,US_XNAS_RDFN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Redfin Corporation,2017,Finance,Real Estate,RDFN,RDFN,RDFN,RDFN,RDFN,,RDFN:US,RDFN,RDFN,RDFN,RDFN,RDFN,RDFN,RDFN,RDFN
2758,US_XNAS_RDHL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Redhill Biopharma Ltd.,n/a,Health Care,Major Pharmaceuticals,RDHL,RDHL,RDHL,RDHL,RDHL,,RDHL:US,RDHL,RDHL,RDHL,RDHL,RDHL,RDHL,RDHL,RDHL
2759,US_XNAS_RBZ,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Reebonz Holding Limited,2017,Consumer Services,Catalog/Specialty Distribution,RBZ,RBZ,RBZ,RBZ,RBZ,,RBZ:US,RBZ,RBZ,RBZ,RBZ,RBZ,RBZ,RBZ,RBZ
2760,US_XNAS_REED,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Reeds, Inc.",n/a,Consumer Non-Durables,Beverages (Production/Distribution),REED,REED,REED,REED,REED,,REED:US,REED,REED,REED,REED,REED,REED,REED,REED
2761,US_XNAS_REG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Regency Centers Corporation,1993,Consumer Services,Real Estate Investment Trusts,REG,REG,REG,REG,REG,,REG:US,REG,REG,REG,REG,REG,REG,REG,REG
2762,US_XNAS_REGN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Regeneron Pharmaceuticals, Inc.",1991,Health Care,Major Pharmaceuticals,REGN,REGN,REGN,REGN,REGN,,REGN:US,REGN,REGN,REGN,REGN,REGN,REGN,REGN,REGN
2763,US_XNAS_RGNX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,REGENXBIO Inc.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),RGNX,RGNX,RGNX,RGNX,RGNX,,RGNX:US,RGNX,RGNX,RGNX,RGNX,RGNX,RGNX,RGNX,RGNX
2764,US_XNAS_RGLS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Regulus Therapeutics Inc.,2012,Health Care,Major Pharmaceuticals,RGLS,RGLS,RGLS,RGLS,RGLS,,RGLS:US,RGLS,RGLS,RGLS,RGLS,RGLS,RGLS,RGLS,RGLS
2765,US_XNAS_REKR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rekor Systems, Inc.",n/a,Capital Goods,Telecommunications Equipment,REKR,REKR,REKR,REKR,REKR,,REKR:US,REKR,REKR,REKR,REKR,REKR,REKR,REKR,REKR
2766,US_XNAS_RBNC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Reliant Bancorp, Inc.",n/a,Finance,Major Banks,RBNC,RBNC,RBNC,RBNC,RBNC,,RBNC:US,RBNC,RBNC,RBNC,RBNC,RBNC,RBNC,RBNC,RBNC
2767,US_XNAS_RELV,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Reliv&#39; International, Inc.",n/a,Health Care,Major Pharmaceuticals,RELV,RELV,RELV,RELV,RELV,,RELV:US,RELV,RELV,RELV,RELV,RELV,RELV,RELV,RELV
2768,US_XNAS_RLMD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Relmada Therapeutics, Inc.",n/a,Health Care,Major Pharmaceuticals,RLMD,RLMD,RLMD,RLMD,RLMD,,RLMD:US,RLMD,RLMD,RLMD,RLMD,RLMD,RLMD,RLMD,RLMD
2769,US_XNAS_MARK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Remark Holdings, Inc.",n/a,Consumer Services,Telecommunications Equipment,MARK,MARK,MARK,MARK,MARK,,MARK:US,MARK,MARK,MARK,MARK,MARK,MARK,MARK,MARK
2770,US_XNAS_RNST,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Renasant Corporation,n/a,Finance,Major Banks,RNST,RNST,RNST,RNST,RNST,,RNST:US,RNST,RNST,RNST,RNST,RNST,RNST,RNST,RNST
2771,US_XNAS_REGI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Renewable Energy Group, Inc.",2012,Basic Industries,Major Chemicals,REGI,REGI,REGI,REGI,REGI,,REGI:US,REGI,REGI,REGI,REGI,REGI,REGI,REGI,REGI
2772,US_XNAS_RCII,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Rent-A-Center Inc.,1995,Technology,Diversified Commercial Services,RCII,RCII,RCII,RCII,RCII,,RCII:US,RCII,RCII,RCII,RCII,RCII,RCII,RCII,RCII
2773,US_XNAS_RPAY,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Repay Holdings Corporation,2018,Miscellaneous,Business Services,RPAY,RPAY,RPAY,RPAY,RPAY,,RPAY:US,RPAY,RPAY,RPAY,RPAY,RPAY,RPAY,RPAY,RPAY
2774,US_XNAS_RGEN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Repligen Corporation,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),RGEN,RGEN,RGEN,RGEN,RGEN,,RGEN:US,RGEN,RGEN,RGEN,RGEN,RGEN,RGEN,RGEN,RGEN
2775,US_XNAS_REPL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Replimune Group, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),REPL,REPL,REPL,REPL,REPL,,REPL:US,REPL,REPL,REPL,REPL,REPL,REPL,REPL,REPL
2776,US_XNAS_KRMD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Repro Med Systems, Inc.",n/a,Health Care,Medical/Dental Instruments,KRMD,KRMD,KRMD,KRMD,KRMD,,KRMD:US,KRMD,KRMD,KRMD,KRMD,KRMD,KRMD,KRMD,KRMD
2777,US_XNAS_RBCAA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Republic Bancorp, Inc.",1998,Finance,Major Banks,RBCAA,RBCAA,RBCAA,RBCAA,RBCAA,,RBCAA:US,RBCAA,RBCAA,RBCAA,RBCAA,RBCAA,RBCAA,RBCAA,RBCAA
2778,US_XNAS_FRBK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Republic First Bancorp, Inc.",n/a,Finance,Major Banks,FRBK,FRBK,FRBK,FRBK,FRBK,,FRBK:US,FRBK,FRBK,FRBK,FRBK,FRBK,FRBK,FRBK,FRBK
2779,US_XNAS_REFR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Research Frontiers Incorporated,n/a,Miscellaneous,Multi-Sector Companies,REFR,REFR,REFR,REFR,REFR,,REFR:US,REFR,REFR,REFR,REFR,REFR,REFR,REFR,REFR
2780,US_XNAS_RESN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Resonant Inc.,2014,Technology,Semiconductors,RESN,RESN,RESN,RESN,RESN,,RESN:US,RESN,RESN,RESN,RESN,RESN,RESN,RESN,RESN
2781,US_XNAS_RECN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Resources Connection, Inc.",2000,Miscellaneous,Business Services,RECN,RECN,RECN,RECN,RECN,,RECN:US,RECN,RECN,RECN,RECN,RECN,RECN,RECN,RECN
2782,US_XNAS_TORC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"resTORbio, Inc.",2018,Health Care,Major Pharmaceuticals,TORC,TORC,TORC,TORC,TORC,,TORC:US,TORC,TORC,TORC,TORC,TORC,TORC,TORC,TORC
2783,US_XNAS_ROIC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Retail Opportunity Investments Corp.,n/a,Consumer Services,Real Estate Investment Trusts,ROIC,ROIC,ROIC,ROIC,ROIC,,ROIC:US,ROIC,ROIC,ROIC,ROIC,ROIC,ROIC,ROIC,ROIC
2784,US_XNAS_RETO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"ReTo Eco-Solutions, Inc.",2017,Capital Goods,Industrial Machinery/Components,RETO,RETO,RETO,RETO,RETO,,RETO:US,RETO,RETO,RETO,RETO,RETO,RETO,RETO,RETO
2785,US_XNAS_RTRX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Retrophin, Inc.",n/a,Health Care,Major Pharmaceuticals,RTRX,RTRX,RTRX,RTRX,RTRX,,RTRX:US,RTRX,RTRX,RTRX,RTRX,RTRX,RTRX,RTRX,RTRX
2786,US_XNAS_RVNC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Revance Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,RVNC,RVNC,RVNC,RVNC,RVNC,,RVNC:US,RVNC,RVNC,RVNC,RVNC,RVNC,RVNC,RVNC,RVNC
2787,US_XNAS_RWLK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,ReWalk Robotics Ltd.,2014,Health Care,Industrial Specialties,RWLK,RWLK,RWLK,RWLK,RWLK,,RWLK:US,RWLK,RWLK,RWLK,RWLK,RWLK,RWLK,RWLK,RWLK
2788,US_XNAS_REXN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rexahn Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,REXN,REXN,REXN,REXN,REXN,,REXN:US,REXN,REXN,REXN,REXN,REXN,REXN,REXN,REXN
2789,US_XNAS_REYN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Reynolds Consumer Products Inc.,2020,Consumer Durables,Containers/Packaging,REYN,REYN,REYN,REYN,REYN,,REYN:US,REYN,REYN,REYN,REYN,REYN,REYN,REYN,REYN
2790,US_XNAS_RFIL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"RF Industries, Ltd.",n/a,Capital Goods,Electrical Products,RFIL,RFIL,RFIL,RFIL,RFIL,,RFIL:US,RFIL,RFIL,RFIL,RFIL,RFIL,RFIL,RFIL,RFIL
2791,US_XNAS_RGCO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,RGC Resources Inc.,n/a,Public Utilities,Oil & Gas Production,RGCO,RGCO,RGCO,RGCO,RGCO,,RGCO:US,RGCO,RGCO,RGCO,RGCO,RGCO,RGCO,RGCO,RGCO
2792,US_XNAS_RBKB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rhinebeck Bancorp, Inc.",2019,Finance,Banks,RBKB,RBKB,RBKB,RBKB,RBKB,,RBKB:US,RBKB,RBKB,RBKB,RBKB,RBKB,RBKB,RBKB,RBKB
2793,US_XNAS_RYTM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Rhythm Pharmaceuticals, Inc.",2017,Health Care,Major Pharmaceuticals,RYTM,RYTM,RYTM,RYTM,RYTM,,RYTM:US,RYTM,RYTM,RYTM,RYTM,RYTM,RYTM,RYTM,RYTM
